,minimum price for this item in all shops,the shops id that sold this item at minimum price,amount in all months
13075,822.72,51,2.0
13076,1199.0,58,10.0
13077,98.0,22,1.0
13078,205.0,10,1.0
13079,124.0,10,1.0
13080,150.0,55,63.0
13081,299.0,31,7.0
13082,39.0,55,4.0
13083,127.0,55,1.0
13084,349.0,25,3.0
13085,232.0,51,11.0
13086,899.0,24,7.0
13087,58.0,25,3.0
13088,58.0,54,1.0
13089,28.0,57,2.0
13090,11.0,10,2.0
13091,1000.0,55,1.0
13092,2000.0,55,1.0
13093,250.0,55,12.0
13094,2500.0,55,3.0
13095,500.0,55,5.0
13097,912.75,55,1073.0
13098,2000.0,55,740.0
13099,500.0,55,948.0
13100,927.0,51,1.0
13101,1192.0,7,4.0
13102,743.72,6,6.0
13103,32.0,10,2.0
13104,225.0,10,2.0
13105,212.52,11,2.0
13106,1099.0,44,1.0
13107,239.0,28,3.0
13108,299.0,25,3.0
13109,1799.0,47,1.0
13110,3160.0,6,3.0
13111,12823.25,54,3.0
13112,13499.0,25,7.0
13113,4199.0,31,10.0
13114,1799.0,20,5.0
13115,399.0,25,3.0
13116,299.0,56,1.0
13117,167.0,51,10.0
13118,167.0,51,30.0
13119,167.0,51,18.0
13120,157.25,51,7.0
13121,249.0,31,9.0
13122,781.03,51,3.0
13123,1418.29,27,3.0
13124,1389.0,42,7.0
13125,2169.0,42,5.0
13126,2429.0,31,3.0
13127,2069.0,31,7.0
13128,1319.0,31,9.0
13129,1054.8,31,5.0
13130,92.0,51,3.0
13131,249.0,57,3.0
13132,102.18,51,4.0
13133,127.0,51,1.0
13134,115.0,51,1.0
13135,249.0,25,3.0
13136,87.0,51,2.0
13137,87.0,51,1.0
13138,197.0,10,2.0
13139,186.3,10,1.0
13140,28.0,7,15.0
13141,146.0,0,2.0
13142,197.0,10,1.0
13143,249.0,43,1.0
13144,58.0,25,20.0
13145,146.0,0,3.0
13146,146.0,0,2.0
13147,146.0,51,8.0
13148,146.0,0,3.0
13149,146.0,0,1.0
13150,249.0,22,1.0
13151,138.5,31,74.0
13152,249.0,16,1.0
13153,146.0,51,4.0
13154,146.0,0,3.0
13155,146.0,0,7.0
13156,146.0,51,8.0
13157,146.0,0,4.0
13158,146.0,0,6.0
13159,104.32,13,1.0
13160,115.0,13,4.0
13161,115.0,51,5.0
13162,115.0,51,4.0
13163,249.0,25,10.0
13164,249.0,28,1.0
13165,87.0,51,1.0
13166,87.0,51,4.0
13167,403.0,0,1.0
13168,230.0,51,5.0
13169,198.0,54,8.0
13170,58.0,31,3.0
13171,216.0,13,6.0
13172,216.0,13,3.0
13173,181.0,55,4.0
13174,232.0,13,1.0
13175,555.0,13,2.0
13176,289.0,10,1.0
13177,319.2,22,17.0
13178,749.0,31,4.0
13179,299.0,55,13.0
13180,99.0,47,1.0
13181,3399.0,25,1.0
13182,12499.0,25,1.0
13183,3399.0,31,1.0
13184,167.0,51,1.0
13185,221.0,0,1.0
13186,77.0,13,8.0
13187,298.0,31,11.0
13188,141.0,13,6.0
13189,212.0,13,1.0
13190,349.0,16,1.0
13191,250.0,55,2.0
13192,200.0,55,3.0
13193,199.0,55,19.0
13194,207.0,51,1.0
13195,108.0,0,1.0
13196,216.0,0,1.0
13197,127.0,55,1.0
13198,199.0,55,1.0
13199,50999.0,25,1.0
13200,28000.0,12,1.0
13201,4799.0,25,1.0
13202,1999.0,25,9.0
13203,83.0,51,1.0
13204,173.0,51,2.0
13205,168.0,51,11.0
13206,1359.0,31,104.0
13207,28.0,38,1.0
13208,479.0,31,2.0
13210,296.0,46,11.0
13211,349.0,42,7.0
13212,398.01,21,9.0
13213,349.0,42,13.0
13214,412.34,10,1.0
13215,639.2,22,1.0
13216,359.1,42,10.0
13217,372.4,42,19.0
13218,519.0,53,3.0
13219,299.0,25,3.0
13220,764.0,20,7.0
13221,763.95,20,6.0
13222,764.05,20,2.0
13223,763.8,20,3.0
13224,679.0,28,1.0
13225,1118.8,39,2.0
13226,659.0,31,3.0
13227,659.0,21,2.0
13228,674.1,47,2.0
13229,499.0,25,13.0
13230,499.0,25,6.0
13233,462.0,51,2.0
13234,949.0,21,4.0
13235,462.0,51,1.0
13236,690.0,51,1.0
13237,759.2,39,4.0
13238,561.0,51,1.0
13239,718.9,9,8.0
13240,329.41,51,2.0
13241,359.6,36,4.0
13243,949.0,42,2.0
13244,303.05,35,1.0
13245,549.0,26,1.0
13246,230.37,51,2.0
13247,295.0,39,17.0
13248,1099.0,21,3.0
13252,343.0,22,1.0
13253,849.0,20,9.0
13254,849.0,20,6.0
13255,499.0,25,7.0
13256,499.0,47,5.0
13258,489.0,31,3.0
13259,719.0,20,1.0
13260,287.0,47,4.0
13261,399.2,46,2.0
13262,398.8,46,2.0
13265,426.0,35,3.0
13266,561.0,10,1.0
13267,639.2,21,2.0
13268,499.0,25,21.0
13269,499.0,25,16.0
13270,489.0,31,8.0
13272,369.0,25,6.0
13274,543.0,21,6.0
13276,519.2,28,2.0
13277,359.0,25,5.0
13278,251.03,51,3.0
13279,399.0,25,5.0
13280,449.0,25,1.0
13281,598.4,28,3.0
13282,351.0,47,3.0
13283,439.0,31,3.0
13285,322.0,51,2.0
13286,322.0,51,2.0
13287,375.0,21,2.0
13288,375.0,53,2.0
13289,649.0,31,1.0
13290,224.79,51,1.0
13291,399.0,25,6.0
13292,429.0,47,10.0
13293,599.0,25,2.0
13294,343.0,39,7.0
13296,649.0,25,3.0
13297,649.0,25,5.0
13298,749.0,19,2.0
13299,389.0,25,7.0
13300,337.19,51,1.0
13301,363.0,51,1.0
13302,368.55,51,2.0
13304,638.8,22,1.0
13305,649.0,25,6.0
13306,719.0,20,2.0
13307,598.8,22,1.0
13308,250.02,51,2.0
13311,763.8,20,4.0
13312,719.0,20,2.0
13314,584.0,20,3.0
13315,584.0,20,2.0
13316,584.0,20,2.0
13317,462.0,10,1.0
13318,543.2,31,1.0
13319,599.0,6,1.0
13320,599.0,6,1.0
13321,599.0,6,1.0
13322,599.0,6,1.0
13323,359.0,25,4.0
13324,598.8,47,1.0
13325,649.0,25,5.0
13326,649.0,25,3.0
13327,749.0,25,2.0
13328,479.82,51,3.0
13329,518.0,51,2.0
13330,345.0,42,5.0
13331,319.0,39,6.0
13332,1118.8,46,7.0
13333,449.0,25,5.0
13334,287.2,28,4.0
13335,349.0,42,2.0
13336,649.0,31,3.0
13337,599.0,42,2.0
13339,286.6,25,15.0
13340,286.8,47,12.0
13341,150.0,55,206.0
13342,150.0,55,530.0
13343,150.0,55,143.0
13344,13.0,51,410.0
13345,13.0,51,408.0
13346,79.0,51,69.0
13347,180.0,10,1.0
13348,49.0,4,9.0
13349,111.0,10,1.0
13350,15.0,51,115.0
13351,25.05,13,98.0
13352,334.0,51,10.0
13353,21.0,10,2.0
13354,14.0,51,466.0
13355,97.0,51,30.0
13356,218.0,10,1.0
13357,21.0,10,5.0
13358,255.0,54,2.0
13359,150.0,55,95.0
13360,299.0,22,3.0
13361,299.0,42,1.0
13362,124.0,10,2.0
13363,113.65,10,2.0
13364,299.0,12,7.0
13365,299.0,12,2.0
13366,124.0,51,1.0
13367,124.0,51,1.0
13368,299.0,12,4.0
13369,99.1,51,1.0
13370,117.8,10,1.0
13371,299.0,46,1.0
13372,299.0,22,5.0
13373,299.0,12,3.0
13374,299.0,22,18.0
13375,299.0,22,5.0
13376,300.0,22,11.0
13377,299.0,30,1.0
13378,299.0,43,4.0
13379,299.0,22,4.0
13380,240.0,22,45.0
13381,124.0,51,1.0
13382,299.0,12,2.0
13383,299.0,22,75.0
13384,240.0,22,32.0
13385,124.0,10,1.0
13386,299.0,42,2.0
13387,239.0,22,74.0
13388,299.0,22,6.0
13389,299.0,12,1.0
13390,299.0,12,8.0
13391,300.0,22,1.0
13393,7892.0,50,19.0
13395,4558.0,10,1.0
13396,6648.0,10,1.0
13397,8489.4,15,5.0
13398,8678.7,10,3.0
13399,7818.03,51,4.0
13400,12433.44,10,1.0
13401,21391.75,28,11.0
13403,28992.0,42,4.0
13404,22400.0,35,9.0
13405,14900.5,44,8.0
13406,22399.0,53,2.0
13407,21892.0,42,6.0
13408,7998.0,38,2.0
13409,1488.45,51,1.0
13410,499.0,15,14.0
13411,2998.0,29,6.0
13412,1791.0,55,13.0
13413,1638.0,0,5.0
13414,2699.0,59,2.0
13415,1699.0,25,7.0
13416,570.06,10,1.0
13417,349.5,3,7.0
13418,349.5,3,7.0
13419,499.0,31,25.0
13420,7990.0,25,27.0
13421,6998.0,39,3.0
13422,7989.5,54,22.0
13423,5998.0,42,24.0
13424,8398.0,19,1.0
13425,3998.0,50,16.0
13426,3998.0,53,3.0
13427,3998.0,45,1.0
13428,6989.7,25,18.0
13429,5998.0,19,4.0
13430,6098.0,57,21.0
13431,6490.0,31,12.0
13432,6198.0,6,3.0
13433,9598.0,45,3.0
13434,10398.0,19,2.0
13435,7498.0,47,9.0
13436,8190.1,4,2.0
13437,10191.0,31,5.0
13438,10990.0,19,2.0
13439,8490.4,18,74.0
13440,25392.0,57,9.0
13441,20798.0,28,6.0
13442,20568.28,10,3.0
13443,20568.28,10,8.0
13444,21819.0,51,4.0
13448,33490.0,4,1.0
13449,26392.0,15,4.0
13450,2295.0,0,8.0
13451,7279.0,25,8.0
13452,1425.42,51,1.0
13453,1399.0,57,1.0
13454,1499.0,25,1.0
13455,1999.0,43,1.0
13456,1998.0,57,1.0
13457,1433.91,10,3.0
13458,1488.45,51,1.0
13459,2273.0,10,1.0
13460,734.0,7,34.0
13461,1049.0,38,1.0
13462,3398.0,41,1.0
13463,1220.31,10,1.0
13464,1269.72,51,2.0
13465,6998.0,6,2.0
13466,6990.0,6,15.0
13467,7498.0,43,4.0
13468,7998.0,43,3.0
13469,8998.0,37,1.0
13470,5598.0,19,1.0
13471,9498.0,51,5.0
13472,12498.0,37,2.0
13473,5998.0,44,1.0
13474,10398.0,44,0.0
13475,7998.0,41,2.0
13476,7998.0,25,1.0
13477,6398.0,45,1.0
13478,3598.0,7,8.0
13479,5991.0,6,2.0
13480,5599.0,22,2.0
13481,9991.0,26,3.0
13482,9878.0,51,1.0
13483,8094.0,12,3.0
13484,6398.0,41,10.0
13485,7491.0,54,25.0
13486,12490.0,52,5.0
13487,10888.0,10,1.0
13488,3598.0,47,4.0
13489,10998.0,47,5.0
13490,8698.0,2,9.0
13491,12990.0,31,48.0
13492,11198.0,49,2.0
13493,12498.0,2,2.0
13494,12990.0,7,11.0
13495,9990.0,15,1.0
13496,10397.2,37,1.0
13497,10198.7,26,2.0
13498,20798.0,34,1.0
13499,30990.0,12,13.0
13500,4197.4,42,1.0
13501,3608.0,10,2.0
13502,3998.0,2,1.0
13503,34990.0,15,1.0
13504,2698.5,30,1.0
13505,700.92,10,18.0
13506,2699.0,37,1.0
13507,899.0,55,2.0
13508,2232.0,51,1.0
13509,779.0,12,5.0
13510,2152.0,44,3.0
13511,1120.0,12,13.0
13512,1105.69,51,2.0
13513,1099.0,55,1.0
13514,299.0,21,1.0
13515,1680.0,51,8.0
13516,2198.0,18,53.0
13517,1570.0,12,9.0
13518,1228.0,51,5.0
13519,1360.0,10,1.0
13520,925.21,4,6.0
13521,999.5,31,13.0
13522,1151.88,35,8.0
13523,450.0,55,1.0
13524,2199.0,31,2.0
13525,21.0,51,2.0
13526,990.0,12,51.0
13527,8.0,10,2.0
13528,990.0,12,29.0
13529,999.0,12,16.0
13530,999.0,12,3.0
13531,999.0,12,5.0
13532,999.0,12,22.0
13533,990.0,12,3.0
13534,298.0,25,1.0
13535,298.0,42,1.0
13536,305.0,0,1.0
13537,58.0,3,2.0
13538,698.0,25,4.0
13539,299.4,31,5.0
13540,698.0,45,1.0
13541,2999.0,25,13.0
13542,2984.0,10,1.0
13543,1565.0,12,6.0
13544,750.0,22,1.0
13545,2899.0,25,1.0
13546,9000.0,55,5.0
13547,400.0,22,16.0
13548,501.0,51,1.0
13549,398.5,28,10.0
13550,238.4,38,1.0
13551,298.0,25,4.0
13552,1499.0,42,2.0
13553,5399.0,20,5.0
13554,1199.0,9,3.0
13555,1199.0,54,3.0
13556,1432.8,51,2.0
13557,1408.57,51,2.0
13560,1987.0,10,9.0
13561,4599.0,20,8.0
13562,890.0,22,1.0
13563,93.0,10,2.0
13564,299.0,54,1.0
13565,248.0,31,3.0
13566,28.0,45,1.0
13567,28.0,23,1.0
13568,479.0,24,1.0
13569,58.0,4,3.0
13570,399.0,55,78.0
13571,250.0,55,6.0
13572,98.0,42,87.0
13573,207.0,10,2.0
13574,2999.0,12,1.0
13575,948.0,1,1.0
13576,998.0,7,3.0
13577,679.0,51,1.0
13578,1799.0,9,5.0
13579,1799.0,21,2.0
13580,1799.0,9,2.0
13581,1799.0,20,2.0
13582,1699.0,9,19.0
13583,1699.0,9,19.0
13584,1698.75,9,20.0
13585,1699.0,9,17.0
13586,1599.0,31,3.0
13587,1024.0,49,1.0
13588,1598.01,31,4.0
13589,1599.0,20,5.0
13590,2199.0,31,1.0
13591,1619.0,25,11.0
13592,1619.0,16,5.0
13593,1799.0,9,13.0
13594,1799.0,25,5.0
13595,28.0,54,1.0
13596,4799.0,25,1.0
13597,20.0,31,6.0
13598,9.0,13,24.0
13599,299.0,31,7.0
13600,148.0,22,1.0
13601,58.0,27,41.0
13602,22.4,38,6.0
13603,98.0,31,5.0
13604,127.0,55,1.0
13605,161.0,51,27.0
13606,133.47,51,17.0
13607,161.0,51,36.0
13608,58.0,25,1.0
13609,161.0,51,35.0
13610,161.0,51,21.0
13611,127.0,55,1.0
13612,348.0,12,2.0
13613,95.3,13,4.0
13614,219.0,10,6.0
13615,83.0,12,9.0
13616,95.3,13,2.0
13617,219.0,10,5.0
13618,91.0,10,7.0
13619,95.3,13,15.0
13620,219.0,10,6.0
13621,91.0,10,6.0
13622,91.0,13,1.0
13623,55.59,13,3.0
13624,91.0,13,6.0
13625,55.59,13,2.0
13626,194.0,51,3.0
13627,148.0,31,11.0
13628,148.0,38,6.0
13629,83.0,30,25.0
13630,1099.0,25,9.0
13631,999.0,25,4.0
13632,999.0,19,1.0
13633,999.0,25,2.0
13634,999.0,20,2.0
13635,999.0,9,7.0
13636,999.0,9,5.0
13637,999.0,9,8.0
13638,949.0,9,12.0
13639,598.96875,9,23.0
13640,599.0,9,26.0
13641,649.0,25,18.0
13642,999.0,20,29.0
13643,1199.0,27,8.0
13644,748.6,54,9.0
13645,999.0,25,5.0
13646,599.0,25,10.0
13647,1249.0,9,3.0
13648,1249.0,9,4.0
13649,445.0,12,2.0
13650,1199.0,31,5.0
13651,679.0,31,7.0
13652,551.0,54,6.0
13653,899.1,25,5.0
13654,1099.0,20,7.0
13655,854.0,28,5.0
13656,999.0,9,11.0
13657,999.0,20,8.0
13658,949.0,20,12.0
13659,599.0,31,4.0
13660,1199.0,25,5.0
13661,827.37,10,2.0
13662,1129.0,9,8.0
13663,759.2,54,3.0
13664,902.8,31,11.0
13665,1199.0,25,6.0
13666,799.0,25,7.0
13667,999.0,9,5.0
13668,1199.0,25,4.0
13669,73.0,13,4.0
13670,73.0,13,6.0
13671,648.7,31,1.0
13672,399.0,25,13.0
13673,649.0,25,9.0
13674,556.0,12,1.0
13675,715.0,10,1.0
13676,129.0,13,9.0
13677,87.97,13,2.0
13678,999.0,9,12.0
13679,599.0,25,26.0
13680,319.2,26,3.0
13681,1199.0,25,1.0
13682,656.0,10,1.0
13683,599.0,25,14.0
13684,949.0,28,1.0
13685,654.0,42,3.0
13686,1099.0,25,2.0
13687,548.0,12,4.0
13688,749.0,25,32.0
13689,999.0,20,13.0
13690,479.0,54,15.0
13691,1129.0,12,1.0
13692,949.0,25,3.0
13693,849.0,25,4.0
13694,949.0,9,12.0
13695,499.0,2,4.0
13696,489.0,19,4.0
13697,488.65,10,3.0
13698,416.09,51,2.0
13699,414.0,10,1.0
13700,499.0,42,5.0
13701,410.91,51,6.0
13702,499.0,25,3.0
13703,1498.01,31,7.0
13704,499.0,49,2.0
13705,499.0,25,7.0
13706,499.0,25,13.0
13707,523.0,51,1.0
13708,473.25,35,3.0
13709,496.75,10,2.0
13710,488.65,10,1.0
13711,898.9444444439999,9,28.0
13712,499.0,25,7.0
13713,899.0,54,2.0
13714,1099.0,31,4.0
13715,759.0,54,4.0
13716,119.0,12,2.0
13717,118.33,10,5.0
13718,119.0,12,5.0
13719,115.0,12,8.0
13720,115.0,12,1.0
13721,105.0,12,11.0
13722,115.0,12,6.0
13723,109.78,11,1.0
13724,91.0,10,2.0
13725,58.0,6,4.0
13726,58.0,42,7.0
13727,91.0,10,6.0
13728,91.0,51,5.0
13729,114.0,10,2.0
13730,98.0,10,1.0
13731,167.0,51,4.0
13732,395.0,55,24.0
13733,249.0,14,1.0
13734,460.0,55,3.0
13735,418.4,16,48.0
13736,198.0,45,11.0
13737,27.0,0,1.0
13738,6499.0,12,3.0
13739,167.0,51,5.0
13740,299.0,25,1.0
13741,413.28,51,11.0
13742,949.0,31,6.0
13743,399.2,48,2.0
13744,949.0,9,11.0
13746,629.0,26,1.0
13747,629.0,26,2.0
13748,699.0,20,10.0
13749,58.0,22,1.0
13750,99.0,55,1.0
13751,6399.0,20,1.0
13752,6399.0,20,1.0
13753,75.0,12,653.0
13754,50.0,12,277.0
13755,161.0,51,12.0
13756,53.0,0,1.0
13757,53.0,0,1.0
13758,149.0,31,4.0
13759,149.0,31,4.0
13760,53.0,0,1.0
13761,53.0,0,1.0
13762,149.0,31,5.0
13763,53.0,0,1.0
13764,53.0,0,1.0
13765,53.0,0,1.0
13766,53.0,51,1.0
13767,53.0,51,1.0
13768,149.0,31,3.0
13769,53.0,1,1.0
13770,53.0,1,1.0
13771,149.0,31,3.0
13772,53.0,51,1.0
13773,53.0,1,1.0
13774,53.0,51,1.0
13775,149.0,31,2.0
13776,53.0,51,1.0
13777,53.0,51,1.0
13778,53.0,1,1.0
13779,53.0,1,1.0
13780,53.0,13,1.0
13781,53.0,0,1.0
13782,53.0,51,2.0
13783,195.0,51,2.0
13784,70.0,10,4.0
13785,49.5,57,13.0
13786,250.0,13,3.0
13787,119.13,13,4.0
13788,219.0,0,4.0
13789,115.0,1,4.0
13790,77.0,10,1.0
13791,222.22,51,2.0
13792,58.0,31,11.0
13793,28.0,54,1.0
13794,28.0,56,2.0
13795,74.5,31,5.0
13796,99.0,25,5.0
13797,110.0,51,15.0
13798,1099.0,6,1.0
13799,27.0,0,1.0
13800,27.0,0,1.0
13801,58.0,54,1.0
13802,286.01,51,6.0
13803,510.87,51,3.0
13806,28.0,27,2.0
13807,95.0,51,2.0
13808,185.0,1,1.0
13809,649.0,31,8.0
13810,1103.0,51,3.0
13811,268.0,51,48.0
13812,75.64,51,4.0
13813,98.0,57,1.0
13814,27.0,51,5.0
13815,248.0,25,4.0
13816,170.0,51,2.0
13817,75.64,51,8.0
13818,187.2,10,1.0
13819,240.0,13,3.0
13820,312.0,51,1.0
13821,95.0,51,2.0
13822,151.31,51,1.0
13823,155.0,10,3.0
13824,80.68,10,5.0
13825,643.73,51,2.0
13826,203.43,51,3.0
13827,66.93,51,9.0
13828,191.49,13,8.0
13829,137.45,13,6.0
13830,370.0,13,1.0
13831,148.0,25,16.0
13832,198.0,21,3.0
13833,210.0,10,1.0
13834,69.0,51,16.0
13835,98.0,58,1.0
13836,210.0,10,1.0
13837,75.0,13,4.0
13838,188.0,51,1.0
13839,240.0,13,6.0
13840,98.0,25,1.0
13841,198.0,54,4.0
13842,79.0,31,8.0
13843,149.0,31,4.0
13844,28.0,32,1.0
13845,198.0,30,1.0
13847,466.0,42,3.0
13848,28.0,54,1.0
13849,666.0,42,6.0
13850,199.33,31,26.0
13851,91.96,51,45.0
13852,466.0,27,14.0
13853,624.0,51,2.0
13854,184.87,51,16.0
13855,788.0,51,1.0
13856,27.0,51,8.0
13857,199.0,25,1.0
13858,98.0,54,1.0
13859,137.45,13,19.0
13860,199.0,31,28.0
13861,80.0,10,1.0
13862,58.0,54,2.0
13863,28.0,57,3.0
13864,74.5,54,12.0
13865,879.2,59,1.0
13866,1099.0,43,1.0
13867,205.0,51,5.0
13868,187.0,51,6.0
13869,205.0,10,3.0
13870,187.0,0,2.0
13871,198.7,21,3.0
13872,268.0,51,1.0
13873,99.0,25,20.0
13874,28.0,52,1.0
13875,1050.0,51,1.0
13876,58.0,6,3.0
13877,93.0,0,1.0
13878,110.0,13,14.0
13879,98.0,25,10.0
13880,114.0,51,20.0
13881,261.47,13,62.0
13882,299.0,54,2.0
13883,110.0,13,5.0
13884,98.0,25,8.0
13885,299.0,25,1.0
13886,359.2,19,1.0
13887,2199.0,17,1.0
13888,152.11,13,17.0
13889,91.11,51,27.0
13890,173.5,13,31.0
13891,398.0,42,3.0
13892,148.0,25,13.0
13893,69.64,13,9.0
13894,91.11,51,7.0
13895,110.0,51,4.0
13896,110.0,51,6.0
13897,28.0,25,4.0
13898,225.0,51,5.0
13899,288.0,13,1.0
13900,1099.0,6,9.0
13901,196.0,51,26.0
13902,58.0,25,2.0
13903,110.0,51,10.0
13904,1010.0,10,1.0
13905,244.0,10,5.0
13906,398.5,27,2.0
13907,77.0,13,4.0
13908,1249.0,57,1.0
13909,148.0,25,3.0
13910,28.0,37,2.0
13911,28.0,54,6.0
13912,98.0,38,1.0
13913,328.0,0,1.0
13914,80.0,10,2.0
13915,77.0,51,12.0
13916,58.0,25,6.0
13917,58.0,35,1.0
13918,28.0,31,1.0
13919,190.0,51,1.0
13920,149.0,7,1.0
13921,148.0,52,1.0
13922,399.0,54,12.0
13923,71.01,10,4.0
13924,255.0,13,3.0
13925,69.0,51,2.0
13926,76.0,1,3.0
13927,76.0,0,1.0
13928,66.0,51,1.0
13929,498.9,28,2.0
13930,270.0,51,4.0
13931,749.0,25,7.0
13932,79.0,31,6.0
13933,28.0,31,10.0
13934,199.0,42,4.0
13935,69.0,13,23.0
13936,132.0,42,38.0
13937,79.0,51,2.0
13938,148.0,54,1.0
13939,73.0,51,1.0
13940,110.0,0,1.0
13941,70.0,51,3.0
13942,28.0,22,1.0
13943,28.0,54,3.0
13944,132.0,13,3.0
13945,134.0,0,1.0
13946,72.0,51,8.0
13947,132.78,31,9.0
13948,60.24,51,5.0
13949,48.0,31,2.0
13950,93.0,51,1.0
13951,186.97,29,2.0
13952,135.0,0,2.0
13953,135.0,51,2.0
13954,135.0,51,3.0
13955,135.0,51,3.0
13956,135.0,51,2.0
13957,135.0,51,2.0
13958,200.0,10,2.0
13959,76.0,51,4.0
13960,249.0,31,2.0
13961,58.0,57,4.0
13962,28.0,31,5.0
13963,28.0,39,1.0
13964,1549.0,31,1.0
13965,1199.0,6,5.0
13966,1349.0,31,1.0
13967,28.0,54,2.0
13968,110.0,51,3.0
13969,98.0,54,4.0
13970,49.0,25,17.0
13971,191.0,13,8.0
13972,69.0,0,2.0
13973,434.0,13,1.0
13974,132.0,51,3.0
13975,498.0,31,7.0
13976,239.88,51,1.0
13977,58.0,59,1.0
13978,63.0,0,2.0
13979,63.0,51,2.0
13980,70.0,51,9.0
13981,999.0,35,1.0
13982,999.0,53,1.0
13983,999.0,21,2.0
13984,298.0,54,1.0
13985,148.0,54,2.0
13986,298.0,25,1.0
13987,148.0,54,1.0
13988,98.0,31,14.0
13989,73.0,51,3.0
13990,58.0,37,1.0
13991,161.0,51,1.0
13992,58.0,21,2.0
13993,658.0,51,1.0
13994,161.0,51,1.0
13995,77.0,51,5.0
13996,77.0,51,12.0
13997,77.0,51,34.0
13998,77.0,51,15.0
13999,77.0,51,3.0
14000,149.0,57,5.0
14001,65.0,0,4.0
14002,65.0,51,1.0
14003,161.0,1,1.0
14004,148.0,51,5.0
14005,65.0,0,4.0
14006,58.0,38,2.0
14007,58.0,21,2.0
14008,65.0,0,2.0
14009,98.0,25,1.0
14010,58.0,31,1.0
14011,65.0,51,5.0
14012,161.0,1,2.0
14013,198.0,31,4.0
14014,161.0,1,2.0
14015,65.0,1,2.0
14016,148.0,54,3.0
14017,95.0,51,2.0
14018,403.2,6,3.0
14019,69.31,10,9.0
14020,76.29,51,7.0
14021,49.0,57,10.0
14022,49.0,25,3.0
14023,77.0,51,1.0
14024,49.0,57,13.0
14025,49.0,31,7.0
14026,77.0,51,1.0
14027,235.0,10,1.0
14028,28.0,35,2.0
14029,58.0,39,1.0
14030,28.0,31,1.0
14031,49.0,25,11.0
14032,28.0,21,2.0
14033,199.0,25,5.0
14034,28.0,54,1.0
14035,28.0,54,3.0
14036,148.0,31,1.0
14037,58.0,1,5.0
14038,58.0,51,9.0
14039,50.55,51,22.0
14040,57.0,0,1.0
14041,50.94,11,2.0
14042,58.0,51,15.0
14043,58.0,51,32.0
14044,399.0,25,8.0
14045,75.0,13,3.0
14046,399.0,26,1.0
14047,49.5,56,1.0
14048,77.0,13,3.0
14049,49.0,25,11.0
14050,28.0,38,1.0
14051,298.0,31,2.0
14052,230.0,13,3.0
14053,237.0,10,1.0
14054,99.0,58,15.0
14055,399.0,54,4.0
14056,599.0,4,1.0
14057,299.0,28,8.0
14058,58.0,25,2.0
14059,298.0,31,3.0
14060,28.0,58,5.0
14061,74.0,31,3.0
14062,49.0,31,24.0
14063,346.0,0,1.0
14064,249.0,31,6.0
14065,70.0,51,8.0
14066,65.24,51,14.0
14067,98.0,57,1.0
14068,299.0,38,1.0
14069,28.0,57,2.0
14070,28.0,31,2.0
14071,28.0,54,2.0
14072,28.0,56,2.0
14073,148.0,31,21.0
14074,435.0,1,1.0
14075,28.0,31,19.0
14076,28.0,18,2.0
14077,240.0,51,3.0
14078,69.0,13,10.0
14079,55.0,51,11.0
14080,49.0,56,4.0
14081,55.0,56,3.0
14082,199.0,54,1.0
14083,98.0,57,2.0
14084,28.0,24,1.0
14085,98.0,25,4.0
14086,28.0,23,1.0
14087,191.49,13,6.0
14088,299.0,31,5.0
14089,28.0,28,1.0
14090,28.0,39,1.0
14091,28.0,31,25.0
14092,27.0,51,2.0
14093,28.0,50,2.0
14094,58.0,31,9.0
14095,49.0,31,2.0
14096,28.0,54,6.0
14097,149.0,31,2.0
14098,195.0,0,2.0
14099,1399.0,26,1.0
14100,1399.0,25,2.0
14101,271.0,12,5.0
14102,460.0,10,1.0
14103,110.0,51,15.0
14104,110.0,51,4.0
14105,3599.0,12,1.0
14106,1949.0,25,3.0
14107,28.0,27,1.0
14108,3299.0,12,8.0
14109,145.0,13,4.0
14110,28.0,56,3.0
14111,28.0,57,4.0
14112,398.0,31,5.0
14113,27.0,51,1.0
14114,58.04,13,3.0
14115,28.0,54,5.0
14116,98.0,25,3.0
14117,188.45,51,4.0
14118,95.0,51,3.0
14119,58.0,59,4.0
14120,95.0,51,2.0
14121,599.0,18,1.0
14122,429.0,31,23.0
14123,998.0,51,4.0
14124,363.92,51,1.0
14125,1132.0,42,8.0
14126,149.0,31,79.0
14127,435.0,10,3.0
14128,332.0,31,28.0
14129,28.0,57,22.0
14130,148.0,57,7.0
14131,98.0,42,1.0
14132,58.0,22,1.0
14133,98.0,52,1.0
14134,98.0,35,1.0
14135,217.5,41,1.0
14136,800.0,24,4.0
14137,190.0,0,3.0
14138,298.0,54,10.0
14139,27.0,10,1.0
14140,159.47,45,3.0
14141,498.0,37,1.0
14142,225.88,51,13.0
14143,347.65,51,2.0
14144,249.0,54,1.0
14145,204.0,13,4.0
14146,1099.0,25,4.0
14147,124.62,13,4.0
14148,187.0,0,1.0
14149,499.0,25,2.0
14150,92.0,0,1.0
14151,2999.0,20,5.0
14152,3000.0,25,13.0
14153,2999.0,42,5.0
14154,28.0,32,1.0
14155,155.0,51,4.0
14156,27.0,0,2.0
14157,1103.0,51,2.0
14158,61.0,51,22.0
14159,28.0,7,4.0
14160,1103.0,51,4.0
14161,141.0,51,2.0
14162,249.0,54,3.0
14163,130.0,51,18.0
14164,161.0,51,29.0
