,maximum price for this item in all shops,the shops id that sold this item at maximum price,amount in all months
12592,98.0,31,3.0
12593,499.0,30,1.0
12594,98.0,54,2.0
12595,399.0,54,3.0
12596,499.0,31,7.0
12597,149.0,31,14.0
12598,399.0,25,6.0
12599,399.0,25,12.0
12600,169.0,31,57.0
12601,28.0,54,1.0
12602,58.0,23,1.0
12603,399.0,42,18.0
12604,699.0,25,10.0
12605,149.0,54,3.0
12606,149.0,21,1.0
12607,149.0,28,7.0
12608,399.0,25,10.0
12609,149.0,57,8.0
12610,399.0,25,44.0
12611,299.0,25,2.0
12612,449.0,25,24.0
12613,349.0,31,31.0
12614,249.0,31,14.0
12615,149.0,25,14.0
12616,149.0,31,17.0
12617,499.0,25,12.0
12618,149.0,31,25.0
12619,149.0,31,13.0
12620,199.0,25,5.0
12621,149.0,31,5.0
12622,499.0,50,1.0
12623,649.0,25,9.0
12624,399.0,31,6.0
12625,999.0,31,13.0
12626,349.0,31,6.0
12627,499.0,54,5.0
12628,149.0,31,13.0
12629,399.0,57,5.0
12630,399.0,54,4.0
12631,248.0,54,6.0
12632,149.0,25,11.0
12633,399.0,6,9.0
12634,1399.0,54,4.0
12635,249.0,6,7.0
12636,599.0,6,7.0
12637,1399.0,25,6.0
12638,1099.0,25,2.0
12639,399.0,6,6.0
12640,1099.0,6,3.0
12641,399.0,25,7.0
12642,27.0,13,1.0
12643,149.0,35,1.0
12644,149.0,25,21.0
12645,149.0,31,34.0
12646,399.0,57,2.0
12647,1099.0,56,1.0
12648,60.0,51,1.0
12649,399.0,31,5.0
12650,149.0,31,13.0
12651,349.0,54,28.0
12652,499.0,25,9.0
12653,248.0,25,1.0
12654,248.0,25,2.0
12655,248.0,30,1.0
12656,249.0,6,1.0
12657,298.0,31,1.0
12658,549.0,54,4.0
12659,549.0,25,3.0
12660,299.0,54,3.0
12661,399.0,31,15.0
12662,1999.0,58,12.0
12663,299.0,31,6.0
12664,299.0,35,2.0
12665,399.0,28,12.0
12666,249.0,31,3.0
12667,248.0,31,1.0
12668,399.0,25,3.0
12669,399.0,42,1.0
12670,449.0,31,9.0
12671,249.0,31,3.0
12672,1699.0,42,11.0
12673,649.0,57,1.0
12674,98.0,25,3.0
12675,399.0,57,23.0
12676,169.0,25,35.0
12677,249.0,58,130.0
12678,399.0,25,8.0
12679,399.0,25,22.0
12680,98.0,31,1.0
12681,2349.0,31,5.0
12682,999.0,25,5.0
12683,599.0,17,1.0
12684,649.0,31,11.0
12685,98.0,54,1.0
12686,999.0,57,39.0
12687,28.0,31,2.0
12688,199.0,25,4.0
12689,148.0,37,1.0
12690,198.0,16,1.0
12691,449.0,31,28.0
12692,749.0,46,1.0
12693,1999.0,42,16.0
12694,58.0,47,1.0
12695,249.0,57,3.0
12696,399.0,5,4.0
12697,499.0,7,6.0
12698,149.0,28,4.0
12699,149.0,31,6.0
12700,149.0,56,1.0
12701,149.0,31,2.0
12702,649.0,54,13.0
12703,399.0,31,8.0
12704,498.0,54,1.0
12705,199.0,25,7.0
12706,249.0,41,1.0
12707,999.0,42,15.0
12708,999.0,31,10.0
12709,399.0,31,8.0
12710,299.0,31,34.0
12711,249.0,27,1.0
12712,198.0,25,4.0
12713,149.0,25,18.0
12714,149.0,31,6.0
12715,399.0,31,21.0
12716,28.0,25,3.0
12717,199.0,57,6.0
12718,299.0,25,38.0
12719,149.0,31,12.0
12720,399.0,31,3.0
12721,58.0,54,1.0
12722,148.0,29,1.0
12723,199.0,56,12.0
12724,649.0,31,7.0
12725,399.0,57,11.0
12726,450.0,22,13.0
12727,1490.0,22,17.0
12728,1490.0,55,1.0
12729,1490.0,55,19.0
12730,1490.0,24,21.0
12731,1490.0,55,11.0
12732,1490.0,16,1.0
12733,1490.0,55,2.0
12734,349.0,54,127.0
12735,549.0,28,42.0
12736,98.0,31,2.0
12737,299.0,31,17.0
12738,1499.0,31,12.0
12739,248.0,37,3.0
12740,149.0,31,6.0
12741,349.0,31,3.0
12742,149.0,31,21.0
12743,249.0,31,33.0
12744,299.0,25,18.0
12745,399.0,57,38.0
12746,149.0,28,10.0
12747,399.0,57,31.0
12748,999.0,25,16.0
12749,999.0,4,2.0
12750,119.0,31,8.0
12751,299.0,31,12.0
12752,499.0,42,14.0
12753,248.0,18,1.0
12754,999.0,25,6.0
12755,149.0,57,12.0
12756,399.0,54,2.0
12757,149.0,25,9.0
12758,58.0,7,1.0
12759,198.0,18,1.0
12760,149.0,25,4.0
12761,28.0,23,1.0
12762,199.0,31,6.0
12763,399.0,31,48.0
12764,499.0,31,32.0
12765,1399.0,57,7.0
12766,149.0,31,19.0
12767,749.0,31,4.0
12768,329.0,54,2.0
12769,98.0,54,2.0
12770,749.0,31,8.0
12771,749.0,31,11.0
12772,749.0,31,9.0
12773,1499.0,31,10.0
12774,299.0,54,9.0
12775,349.0,54,9.0
12776,399.0,57,6.0
12777,199.0,31,14.0
12778,229.0,31,26.0
12779,28.0,15,2.0
12780,149.0,25,8.0
12781,149.0,31,34.0
12782,399.0,31,32.0
12783,349.0,25,22.0
12784,332.67,21,1.0
12785,499.0,31,11.0
12786,449.0,19,2.0
12787,199.0,31,12.0
12788,549.0,25,7.0
12789,299.0,42,2.0
12790,198.0,25,4.0
12791,199.0,31,2.0
12792,349.0,57,8.0
12793,299.0,31,34.0
12794,399.0,25,4.0
12795,299.0,31,51.0
12796,299.0,31,55.0
12797,229.0,31,74.0
12798,27.0,0,1.0
12799,189.0,37,1.0
12800,199.0,54,4.0
12801,1099.0,54,11.0
12803,1599.0,54,15.0
12804,699.0,42,26.0
12805,399.0,31,75.0
12806,499.0,42,12.0
12807,199.0,57,23.0
12808,499.0,54,7.0
12809,199.0,57,19.0
12810,1199.0,25,13.0
12811,349.0,31,76.0
12812,399.0,57,50.0
12813,299.0,31,8.0
12814,399.0,31,29.0
12815,1099.0,31,10.0
12816,549.0,31,7.0
12817,169.0,57,104.0
12818,349.0,54,5.0
12819,599.0,31,9.0
12820,498.0,54,6.0
12821,698.0,54,2.0
12822,349.0,25,9.0
12823,149.0,31,53.0
12824,298.0,54,4.0
12825,249.0,54,2.0
12826,399.0,42,20.0
12827,149.0,54,13.0
12828,149.0,57,112.0
12829,549.0,31,18.0
12830,749.0,31,15.0
12831,549.0,31,11.0
12832,649.0,31,22.0
12833,399.0,57,81.0
12834,199.0,31,6.0
12835,149.0,31,21.0
12836,149.0,31,5.0
12837,299.0,25,7.0
12838,199.0,31,8.0
12839,169.0,31,86.0
12840,169.0,31,36.0
12841,399.0,25,6.0
12842,149.0,31,3.0
12843,58.0,4,1.0
12844,149.0,31,9.0
12845,399.0,31,15.0
12846,149.0,59,1.0
12847,999.0,26,1.0
12848,149.0,31,33.0
12849,58.0,25,1.0
12850,198.0,12,1.0
12851,299.0,6,2.0
12852,549.0,6,1.0
12853,98.0,37,1.0
12854,28.0,25,1.0
12855,1099.0,18,7.0
12856,399.0,54,2.0
12857,249.0,6,1.0
12858,1599.0,25,23.0
12859,399.0,31,12.0
12860,169.0,31,125.0
12861,149.0,54,3.0
12862,98.0,54,2.0
12863,399.0,31,9.0
12864,248.0,54,4.0
12865,98.0,31,2.0
12866,349.0,53,1.0
12867,1199.0,17,1.0
12868,58.0,41,1.0
12869,58.0,18,1.0
12870,298.0,56,2.0
12871,999.0,15,5.0
12872,149.0,31,9.0
12873,349.0,53,2.0
12874,399.0,28,11.0
12875,179.0,25,15.0
12876,499.0,31,14.0
12877,149.0,15,1.0
12878,149.0,31,28.0
12879,149.0,31,9.0
12880,263.0,51,1.0
12881,399.0,57,16.0
12882,749.0,31,5.0
12883,399.0,25,17.0
12884,699.0,25,2.0
12885,198.0,7,1.0
12886,198.0,7,1.0
12887,198.0,7,1.0
12888,198.0,7,1.0
12889,229.0,28,10.0
12891,349.0,42,1.0
12892,199.0,31,13.0
12893,199.0,31,8.0
12894,1099.0,17,2.0
12895,349.0,31,17.0
12896,399.0,25,2.0
12897,149.0,31,9.0
12898,399.0,28,6.0
12899,399.0,31,9.0
12900,1699.0,54,28.0
12901,699.0,54,30.0
12902,58.0,18,1.0
12903,499.0,29,5.0
12904,299.0,35,2.0
12905,499.0,31,10.0
12906,1199.0,31,27.0
12907,699.0,31,31.0
12908,399.0,28,74.0
12909,58.0,14,1.0
12910,499.0,31,8.0
12911,149.0,31,7.0
12912,1199.0,42,72.0
12913,149.0,31,8.0
12914,499.0,31,9.0
12915,149.0,31,7.0
12916,499.0,31,9.0
12917,249.0,31,71.0
12918,58.0,37,1.0
12919,149.0,54,5.0
12921,199.0,25,4.0
12922,198.0,31,4.0
12923,149.0,25,6.0
12924,149.0,31,12.0
12925,349.0,25,14.0
12926,399.0,25,55.0
12927,149.0,31,29.0
12928,98.0,54,3.0
12929,199.0,25,9.0
12930,299.0,6,3.0
12931,249.0,25,4.0
12932,449.0,25,18.0
12933,169.0,28,39.0
12934,198.0,19,1.0
12935,549.0,25,22.0
12936,599.0,54,5.0
12937,349.0,57,36.0
12938,399.0,54,60.0
12939,549.0,54,30.0
12940,149.0,31,11.0
12941,199.0,6,1.0
12942,149.0,31,17.0
12943,149.0,25,12.0
12944,499.0,57,9.0
12945,199.0,50,2.0
12946,149.0,31,10.0
12947,229.0,28,47.0
12948,399.0,57,10.0
12949,199.0,57,5.0
12950,129.0,54,2.0
12951,349.0,25,1.0
12952,149.0,54,5.0
12953,199.0,58,11.0
12954,229.0,25,6.0
12955,229.0,31,8.0
12956,199.0,31,6.0
12957,229.0,31,15.0
12958,229.0,31,11.0
12959,199.0,44,1.0
12960,28.0,54,1.0
12962,199.0,25,7.0
12963,249.0,28,11.0
12964,229.0,47,19.0
12965,199.0,31,27.0
12966,149.0,31,3.0
12967,229.0,57,24.0
12968,199.0,25,2.0
12969,28.0,31,1.0
12970,229.0,31,39.0
12971,1349.0,26,1.0
12972,199.0,31,17.0
12973,1499.0,26,1.0
12974,249.0,31,44.0
12975,199.0,25,1.0
12976,199.0,57,1.0
12977,199.0,31,40.0
12978,199.0,54,2.0
12979,229.0,57,21.0
12980,1549.0,25,1.0
12981,349.0,31,3.0
12982,399.0,18,2.0
12983,149.0,18,1.0
12984,199.0,31,9.0
12985,199.0,21,2.0
12986,199.0,31,9.0
12987,549.0,42,6.0
12988,199.0,6,9.0
12989,199.0,25,1.0
12990,229.0,31,47.0
12991,399.0,31,6.0
12992,199.0,31,6.0
12993,58.0,54,1.0
12994,549.0,54,8.0
12995,198.0,25,4.0
12996,98.0,31,6.0
12997,198.0,54,1.0
12998,198.0,57,4.0
12999,198.0,32,1.0
13000,28.0,32,1.0
13001,98.0,35,1.0
13002,98.0,54,3.0
13003,148.0,41,1.0
13004,399.0,25,23.0
13005,999.0,54,7.0
13006,349.0,31,11.0
13007,399.0,54,5.0
13008,149.0,31,9.0
13009,249.0,6,2.0
13010,399.0,25,30.0
13011,299.0,25,10.0
13012,28.0,54,2.0
13013,349.0,31,42.0
13014,1599.0,25,3.0
13015,599.0,25,7.0
13016,149.0,31,10.0
13017,349.0,21,2.0
13018,149.0,31,13.0
13019,149.0,31,8.0
13020,199.0,31,14.0
13021,1349.0,6,1.0
13022,199.0,31,8.0
13023,229.0,31,14.0
13024,199.0,31,6.0
13025,199.0,31,20.0
13026,1249.0,54,10.0
13027,229.0,57,14.0
13028,229.0,6,22.0
13029,1249.0,25,9.0
13030,1099.0,6,11.0
13031,28.0,25,1.0
13032,199.0,31,5.0
13033,299.0,31,9.0
13034,27.0,0,1.0
13035,199.0,57,24.0
13036,549.0,42,15.0
13037,499.0,31,11.0
13038,149.0,31,7.0
13039,149.0,57,71.0
13040,549.0,25,12.0
13041,499.0,25,17.0
13042,199.0,25,4.0
13043,149.0,16,2.0
13044,199.0,54,2.0
13045,349.0,42,3.0
13046,749.0,42,19.0
13048,399.0,54,45.0
13049,349.0,31,1.0
13050,299.0,24,1.0
13051,299.0,57,7.0
13052,149.0,31,8.0
13053,299.0,57,7.0
13054,149.0,31,10.0
13055,399.0,31,7.0
13056,169.0,31,7.0
13057,499.0,54,21.0
13058,399.0,31,105.0
13059,299.0,31,7.0
13060,299.0,31,7.0
13061,199.0,57,8.0
13062,199.0,7,4.0
13063,199.0,50,2.0
13064,1349.0,12,1.0
13065,229.0,31,32.0
13066,299.0,31,17.0
13067,299.0,28,2.0
13068,999.0,25,4.0
13069,498.0,2,1.0
13070,598.0,4,1.0
13071,599.0,31,444.0
13072,28.0,27,1.0
13073,299.0,24,3.0
13074,299.0,23,1.0
13075,1799.0,28,21.0
13076,1199.0,58,10.0
13077,98.0,22,1.0
13078,349.0,53,1.0
13079,240.0,22,71.0
13080,150.0,55,63.0
13081,329.0,31,7.0
13082,39.0,55,4.0
13083,127.0,55,1.0
13084,349.0,25,3.0
13085,349.0,31,41.0
13086,1599.0,25,60.0
13087,299.0,38,1.0
13088,98.0,16,1.0
13089,58.0,57,2.0
13090,11.0,10,2.0
13091,1000.0,55,1.0
13092,2000.0,55,1.0
13093,250.0,55,12.0
13094,2500.0,55,3.0
13095,500.0,55,5.0
13097,1000.0,55,1073.0
13098,2000.0,55,740.0
13099,500.0,55,948.0
13100,1350.0,22,116.0
13101,2590.0,4,6.0
13102,1490.0,4,38.0
13103,32.0,10,2.0
13104,399.0,25,45.0
13105,499.0,25,66.0
13106,1099.0,44,1.0
13107,299.0,28,3.0
13108,299.0,25,3.0
13109,1799.0,47,1.0
13110,3359.0,42,4.0
13111,13499.0,25,3.0
13112,13499.0,25,7.0
13113,4199.0,31,10.0
13114,1799.0,20,5.0
13115,399.0,25,3.0
13116,299.0,56,1.0
13117,329.0,57,26.0
13118,299.0,57,34.0
13119,299.0,56,26.0
13120,299.0,31,39.0
13121,249.0,31,9.0
13122,1499.0,27,31.0
13123,1499.0,28,11.0
13124,1549.0,42,7.0
13125,2599.0,21,5.0
13126,2429.0,31,3.0
13127,2499.0,31,7.0
13128,1319.0,31,9.0
13129,1319.0,25,10.0
13130,249.0,31,4.0
13131,249.0,57,3.0
13132,299.0,25,41.0
13133,249.0,31,11.0
13134,299.0,56,4.0
13135,249.0,25,3.0
13136,249.0,25,8.0
13137,249.0,25,3.0
13138,299.0,25,10.0
13139,299.0,31,9.0
13140,199.0,31,41.0
13141,249.0,15,3.0
13142,299.0,31,9.0
13143,249.0,43,1.0
13144,199.0,31,28.0
13145,249.0,54,4.0
13146,249.0,19,1.0
13147,249.0,31,25.0
13148,249.0,22,5.0
13149,249.0,18,1.0
13150,249.0,22,1.0
13151,299.0,31,74.0
13152,249.0,16,1.0
13153,249.0,35,6.0
13154,249.0,42,11.0
13155,249.0,54,10.0
13156,249.0,31,33.0
13157,249.0,54,12.0
13158,249.0,25,29.0
13159,299.0,31,201.0
13160,249.0,31,4.0
13161,249.0,31,44.0
13162,299.0,25,11.0
13163,249.0,25,10.0
13164,249.0,28,1.0
13165,249.0,25,6.0
13166,249.0,25,47.0
13167,549.0,25,3.0
13168,399.0,28,36.0
13169,349.0,54,8.0
13170,349.0,54,5.0
13171,349.0,28,11.0
13172,349.0,54,22.0
13173,181.0,55,4.0
13174,349.0,31,21.0
13175,749.0,25,9.0
13176,349.0,22,34.0
13177,399.0,22,17.0
13178,1499.0,31,4.0
13179,349.0,55,13.0
13180,298.0,4,1.0
13181,3399.0,25,1.0
13182,12499.0,25,1.0
13183,3399.0,31,1.0
13184,299.0,25,7.0
13185,349.0,25,3.0
13186,149.0,31,39.0
13187,399.0,31,11.0
13188,349.0,54,9.0
13189,349.0,38,1.0
13190,349.0,16,1.0
13191,250.0,55,2.0
13192,200.0,55,3.0
13193,199.0,55,19.0
13194,349.0,31,6.0
13195,249.0,31,7.0
13196,349.0,25,8.0
13197,127.0,55,1.0
13198,199.0,55,1.0
13199,50999.0,25,1.0
13200,28000.0,12,1.0
13201,4799.0,25,1.0
13202,2599.0,25,9.0
13203,149.0,25,5.0
13204,299.0,27,6.0
13205,299.0,21,51.0
13206,2499.0,25,107.0
13207,28.0,38,1.0
13208,599.0,25,7.0
13210,329.0,25,52.0
13211,349.0,42,7.0
13212,399.0,25,10.0
13213,349.0,42,13.0
13214,659.0,42,21.0
13215,799.0,46,2.0
13216,399.0,25,20.0
13217,399.0,25,20.0
13218,649.0,42,15.0
13219,299.0,25,3.0
13220,849.0,42,5.0
13221,849.0,28,2.0
13222,849.0,6,3.0
13223,849.0,39,2.0
13224,849.0,25,5.0
13225,1399.0,25,4.0
13226,659.0,31,3.0
13227,659.0,21,2.0
13228,749.0,20,4.0
13229,499.0,25,13.0
13230,499.0,25,6.0
13233,649.0,25,12.0
13234,949.0,21,4.0
13235,649.0,25,6.0
13236,949.0,47,6.0
13237,949.0,31,9.0
13238,799.0,25,7.0
13239,799.0,25,11.0
13240,499.0,20,10.0
13241,450.0,25,35.0
13243,949.0,42,2.0
13244,319.0,42,1.0
13245,549.0,26,1.0
13246,359.0,20,119.0
13247,369.0,25,38.0
13248,1249.0,25,7.0
13252,429.0,47,7.0
13253,849.0,20,9.0
13254,849.0,20,6.0
13255,499.0,25,7.0
13256,499.0,47,5.0
13258,489.0,31,3.0
13259,799.0,25,3.0
13260,359.0,47,4.0
13261,499.0,25,16.0
13262,499.0,25,13.0
13265,449.0,47,12.0
13266,799.0,47,5.0
13267,799.0,25,4.0
13268,499.0,25,21.0
13269,499.0,25,16.0
13270,489.0,31,8.0
13272,369.0,25,6.0
13274,679.0,20,8.0
13276,649.0,28,2.0
13277,359.0,25,5.0
13278,399.0,25,23.0
13279,399.0,25,5.0
13280,449.0,25,1.0
13281,749.0,25,20.0
13282,439.0,47,3.0
13283,549.0,31,3.0
13285,469.0,25,32.0
13286,469.0,25,30.0
13287,469.0,25,11.0
13288,469.0,25,4.0
13289,649.0,31,1.0
13290,349.0,25,4.0
13291,399.0,25,6.0
13292,429.0,47,10.0
13293,599.0,25,2.0
13294,429.0,25,25.0
13296,649.0,25,3.0
13297,649.0,25,5.0
13298,749.0,19,2.0
13299,389.0,25,7.0
13300,539.0,25,14.0
13301,539.0,47,12.0
13302,559.0,25,17.0
13304,799.0,25,3.0
13305,649.0,25,6.0
13306,799.0,39,2.0
13307,749.0,25,6.0
13308,399.0,25,24.0
13311,849.0,25,5.0
13312,799.0,25,5.0
13314,649.0,57,2.0
13315,649.0,42,2.0
13316,649.0,42,2.0
13317,649.0,25,6.0
13318,679.0,20,5.0
13319,599.0,6,1.0
13320,599.0,6,1.0
13321,599.0,6,1.0
13322,599.0,6,1.0
13323,359.0,25,4.0
13324,749.0,25,2.0
13325,649.0,25,5.0
13326,649.0,25,3.0
13327,749.0,25,2.0
13328,749.0,47,6.0
13329,749.0,47,5.0
13330,549.0,42,5.0
13331,399.0,20,29.0
13332,1399.0,25,15.0
13333,449.0,25,5.0
13334,359.0,25,8.0
13335,349.0,42,2.0
13336,649.0,31,3.0
13337,599.0,42,2.0
13339,359.0,20,28.0
13340,359.0,20,37.0
13341,150.0,55,206.0
13342,150.0,55,530.0
13343,150.0,55,143.0
13344,25.0,44,235.0
13345,25.0,44,511.0
13346,149.0,44,67.0
13347,299.0,18,1.0
13348,49.0,4,9.0
13349,249.0,41,3.0
13350,30.0,29,97.0
13351,70.0,56,300.0
13352,599.0,29,12.0
13353,45.0,54,1.0
13354,30.0,44,463.0
13355,199.0,44,39.0
13356,218.0,10,1.0
13357,45.0,2,6.0
13358,319.0,54,2.0
13359,150.0,55,95.0
13360,299.0,22,3.0
13361,299.0,42,1.0
13362,300.0,22,58.0
13363,299.0,22,170.0
13364,299.0,12,7.0
13365,299.0,12,2.0
13366,299.0,22,2.0
13367,299.0,22,62.0
13368,300.0,12,4.0
13369,299.0,12,3.0
13370,299.0,22,232.0
13371,299.0,46,1.0
13372,300.0,22,5.0
13373,299.0,12,3.0
13374,299.0,22,18.0
13375,299.0,22,5.0
13376,300.0,22,11.0
13377,299.0,30,1.0
13378,299.0,43,4.0
13379,299.0,22,4.0
13380,300.0,22,45.0
13381,299.0,22,35.0
13382,300.0,26,1.0
13383,299.0,22,75.0
13384,300.0,22,32.0
13385,299.0,22,72.0
13386,299.0,42,2.0
13387,299.0,22,74.0
13388,300.0,22,6.0
13389,299.0,12,1.0
13390,299.0,12,8.0
13391,300.0,22,1.0
13393,11490.0,54,11.0
13395,10490.0,27,9.0
13396,14490.0,57,14.0
13397,10490.0,27,32.0
13398,15990.0,14,5.0
13399,15990.0,58,73.0
13400,20990.0,57,45.0
13401,33490.0,42,18.0
13403,42990.0,42,4.0
13404,35990.0,7,6.0
13405,27192.0,25,57.0
13406,35490.0,27,9.0
13407,29990.0,21,5.0
13408,11490.0,57,6.0
13409,1999.0,18,6.0
13410,849.0,31,26.0
13411,3990.0,28,20.0
13412,1791.0,55,13.0
13413,1999.0,42,21.0
13414,2699.0,59,2.0
13415,1699.0,25,7.0
13416,1699.0,31,7.0
13417,1199.0,31,78.0
13418,999.0,31,43.0
13419,999.0,31,25.0
13420,10990.0,48,2.0
13421,10990.0,42,22.0
13422,12990.0,28,23.0
13423,9490.0,27,31.0
13424,13990.0,41,1.0
13425,13490.0,31,19.0
13426,9490.0,25,9.0
13427,9490.0,7,4.0
13428,9490.0,25,18.0
13429,11490.0,25,23.0
13430,11490.0,28,5.0
13431,11490.0,50,14.0
13432,7990.0,47,6.0
13433,12990.0,28,3.0
13434,13489.5,2,1.0
13435,12990.0,47,9.0
13436,10990.0,50,11.0
13437,13990.0,31,5.0
13438,14490.0,28,8.0
13439,14490.0,18,74.0
13440,30790.0,57,9.0
13441,26990.0,25,12.0
13442,27990.0,46,12.0
13443,31990.0,57,45.0
13444,22490.0,31,9.0
13448,34990.0,25,2.0
13449,32990.0,15,4.0
13450,2799.0,25,25.0
13451,14990.0,57,25.0
13452,1999.0,42,5.0
13453,1999.0,29,1.0
13454,1499.0,25,1.0
13455,1999.0,43,1.0
13456,4590.0,18,1.0
13457,1999.0,31,8.0
13458,1999.0,38,5.0
13459,4390.0,54,8.0
13460,1499.0,16,48.0
13461,1499.0,3,1.0
13462,12990.0,43,1.0
13463,1699.0,31,6.0
13464,1699.0,28,13.0
13465,10990.0,25,10.0
13466,9990.0,31,15.0
13467,7990.0,31,8.0
13468,12498.0,38,1.0
13469,12498.0,38,0.0
13470,5598.0,19,1.0
13471,13373.0,51,5.0
13472,12498.0,37,2.0
13473,13990.0,37,0.0
13474,10398.0,37,0.0
13475,9998.0,41,2.0
13476,7998.0,25,1.0
13477,13990.0,25,0.0
13478,13990.0,6,19.0
13479,11490.0,52,4.0
13480,13990.0,25,9.0
13481,13990.0,28,15.0
13482,13990.0,31,5.0
13483,14490.0,25,12.0
13484,13990.0,31,44.0
13485,13990.0,18,44.0
13486,14990.0,52,5.0
13487,13990.0,18,4.0
13488,13990.0,31,43.0
13489,13990.0,31,17.0
13490,14490.0,44,2.0
13491,17990.0,31,48.0
13492,14990.0,38,12.0
13493,14990.0,19,3.0
13494,16990.0,42,5.0
13495,14490.0,16,1.0
13496,14490.0,43,1.0
13497,14990.0,38,5.0
13498,26990.0,58,3.0
13499,32490.0,14,6.0
13500,5198.0,29,2.0
13501,5790.0,29,0.0
13502,5690.0,43,1.0
13503,34990.0,15,1.0
13504,2698.5,30,1.0
13505,1199.0,31,83.0
13506,2699.0,37,1.0
13507,1799.0,55,2.0
13508,2699.0,31,4.0
13509,1299.0,31,9.0
13510,3990.0,27,19.0
13511,1599.0,27,82.0
13512,1499.0,27,27.0
13513,1099.0,55,1.0
13514,299.0,21,1.0
13515,2990.0,18,32.0
13516,3790.0,18,53.0
13517,3790.0,27,41.0
13518,1499.0,31,35.0
13519,2199.0,31,3.0
13520,1799.0,38,8.0
13521,1999.0,38,17.0
13522,2199.0,35,8.0
13523,450.0,55,1.0
13524,2199.0,31,2.0
13525,990.0,42,13.0
13526,990.0,12,51.0
13527,990.0,54,8.0
13528,990.0,12,29.0
13529,999.0,12,16.0
13530,999.0,12,3.0
13531,999.0,12,5.0
13532,999.0,12,22.0
13533,990.0,12,3.0
13534,399.0,37,1.0
13535,399.0,15,1.0
13536,399.0,30,1.0
13537,199.0,16,4.0
13538,1499.0,21,1.0
13539,1499.0,31,5.0
13540,698.0,45,1.0
13541,3999.0,25,13.0
13542,4999.0,12,57.0
13543,2999.0,25,17.0
13544,1199.0,25,5.0
13545,2899.0,25,1.0
13546,9000.0,55,5.0
13547,400.0,22,16.0
13548,1099.0,31,15.0
13549,499.0,25,19.0
13550,799.0,6,2.0
13551,799.0,25,4.0
13552,2399.0,25,7.0
13553,6199.0,25,10.0
13554,1199.0,9,3.0
13555,1199.0,54,3.0
13556,2499.0,12,10.0
13557,2499.0,27,15.0
13560,3999.0,12,136.0
13561,7549.0,12,3.0
13562,890.0,22,1.0
13563,298.0,50,4.0
13564,299.0,54,1.0
13565,299.0,31,3.0
13566,28.0,45,1.0
13567,28.0,23,1.0
13568,599.0,25,4.0
13569,499.0,25,31.0
13570,399.0,55,78.0
13571,250.0,55,6.0
13572,449.0,31,148.0
13573,349.0,25,21.0
13574,2999.0,12,1.0
13575,948.0,1,1.0
13576,1499.0,7,3.0
13577,1099.0,54,10.0
13578,1799.0,9,5.0
13579,1799.0,21,2.0
13580,1799.0,9,2.0
13581,1799.0,20,2.0
13582,1799.0,9,19.0
13583,1801.02,20,5.0
13584,1801.0225,20,10.0
13585,1899.0,25,4.0
13586,1599.0,31,3.0
13587,1649.0,20,7.0
13588,1649.0,20,6.0
13589,1599.0,20,5.0
13590,2199.0,31,1.0
13591,1799.0,28,13.0
13592,1999.0,28,16.0
13593,2299.0,9,13.0
13594,2299.0,9,11.0
13595,28.0,54,1.0
13596,4799.0,25,1.0
13597,20.0,31,6.0
13598,20.0,31,242.0
13599,299.0,31,7.0
13600,148.0,22,1.0
13601,210.0,27,41.0
13602,210.0,27,60.0
13603,210.0,25,8.0
13604,127.0,55,1.0
13605,329.0,31,21.0
13606,329.0,56,13.0
13607,329.0,31,39.0
13608,58.0,25,1.0
13609,329.0,31,58.0
13610,299.0,31,30.0
13611,127.0,55,1.0
13612,600.0,12,2.0
13613,299.0,31,50.0
13614,399.0,9,61.0
13615,199.0,31,79.0
13616,299.335,20,6.0
13617,399.0,9,72.0
13618,199.0,25,95.0
13619,299.0,31,148.0
13620,399.0,9,96.0
13621,199.0,31,79.0
13622,199.0,6,9.0
13623,199.0,57,8.0
13624,199.0,25,10.0
13625,199.0,31,10.0
13626,349.0,5,14.0
13627,349.0,31,11.0
13628,349.0,25,16.0
13629,199.0,31,44.0
13630,1099.0,25,9.0
13631,1099.0,20,5.0
13632,999.0,19,1.0
13633,999.0,25,2.0
13634,999.0,20,2.0
13635,999.0,9,7.0
13636,999.0,9,5.0
13637,999.0,9,8.0
13638,949.0,9,12.0
13639,949.0,9,23.0
13640,949.0,9,26.0
13641,999.0,25,18.0
13642,1000.12,20,29.0
13643,1199.0,27,8.0
13644,999.0,25,15.0
13645,1199.0,25,5.0
13646,999.0,25,10.0
13647,1249.0,9,3.0
13648,1249.0,9,4.0
13649,849.0,25,7.0
13650,1199.0,31,5.0
13651,1199.0,31,7.0
13652,649.73,20,6.0
13653,1199.0,31,5.0
13654,1099.0,20,7.0
13655,949.0,27,8.0
13656,999.0,9,11.0
13657,999.0,20,8.0
13658,949.0,20,12.0
13659,749.0,25,13.0
13660,1199.0,25,5.0
13661,1449.0,25,16.0
13662,1129.0,9,8.0
13663,949.0,20,12.0
13664,1129.0,25,24.0
13665,1199.0,25,6.0
13666,999.0,25,7.0
13667,999.0,9,5.0
13668,1199.0,25,4.0
13669,149.0,57,15.0
13670,149.0,25,15.0
13671,649.73,20,4.0
13672,399.0,25,13.0
13673,649.73,20,2.0
13674,1649.0,25,17.0
13675,1249.0,25,29.0
13676,249.0,54,34.0
13677,299.0,25,23.0
13678,999.0,9,12.0
13679,599.0,25,26.0
